year,month,temperature,humidity,rainfall,solar_irradiance,peak_demand_kw,consumption_kwh
2015,1,22.94103448275862,85.37172413793104,86.34,3.6323,1398.18,968469.74
2015,2,23.3125,81.78535714285714,61.03,4.7661500000000006,1073.02,938467.01
2015,3,24.82774193548387,77.19645161290323,58.49,5.609864516129032,1842.54,1116724.26
2015,4,27.27,73.06233333333333,34.3,6.125543333333334,1302.69,1074714.75
2015,5,29.236129032258063,67.77741935483871,38.44,6.285083870967743,1333.4,1047521.55
2015,6,28.340666666666667,76.58866666666667,142.34,5.8656033333333335,984.61,773207.27
2015,7,26.640967741935484,84.36709677419356,255.43,4.687270967741935,1281.78,917656.48
2015,8,26.951290322580647,84.7925806451613,233.47,4.988354838709678,1224.6,845348.06
2015,9,26.82733333333333,85.607,239.31,5.23224,1124.26,829322.7
2015,10,26.25870967741936,86.0725806451613,277.72,4.439887096774194,1052.48,931217.47
2015,11,25.54533333333333,87.47600000000001,156.2,4.36381,1377.45,983865.25
2015,12,24.84870967741936,88.36419354838709,650.64,3.6672096774193546,1463.87,887315.14
2016,1,24.45903225806452,86.16096774193548,90.2,4.187625806451613,1231.32,1009289.32
2016,2,24.042758620689657,84.46793103448276,146.54,4.358858620689656,1302.74,981690.07
2016,3,25.92419354838709,79.77064516129032,103.67,5.426025806451612,1471.23,1041496.8
2016,4,28.166666666666668,72.98966666666666,36.53,6.501726666666667,1293.59,1122397.26
2016,5,28.739032258064515,75.34677419354838,132.81,5.771887096774194,1611.02,1029968.37
2016,6,27.50433333333333,82.34899999999999,203.36,5.252446666666667,1397.31,907583.64
2016,7,27.166451612903224,82.78580645161291,244.23,5.137841935483871,1229.59,843697.15
2016,8,26.296129032258065,89.97193548387096,354.26,4.215212903225807,1113.17,867034.61
2016,9,26.361,88.34200000000001,231.61,4.746943333333333,1258.67,916427.54
2016,10,26.05258064516129,88.99935483870968,387.64,4.171219354838709,1594.13,1039354.81
2016,11,25.19533333333333,89.75,365.27,3.62313,1310.34,971606.44
2016,12,24.83709677419355,91.16096774193548,459.39,3.1616709677419355,1184.43,1049497.3
2017,1,23.641935483870967,88.48096774193547,259.35,3.2714612903225806,1257.47,1006295.84
2017,2,23.30642857142857,86.44107142857142,168.43,4.1387,1117.06,902152.61
2017,3,24.988064516129032,81.56516129032258,65.76,5.297974193548387,1642.36,1052750.08
2017,4,27.49,75.214,104.84,5.859936666666667,1665.97,1069576.12
2017,5,28.01483870967742,79.70096774193549,171.54,5.841725806451613,1773.74,1102425.19
2017,6,27.688333333333333,81.38833333333334,192.02,5.766103333333334,1176.09,950194.15
2017,7,26.40967741935484,87.23806451612903,357.71,4.253035483870968,1282.88,919718.69
2017,8,26.85,85.68741935483871,307.13,5.129567741935484,1081.28,918129.72
2017,9,26.809666666666665,86.18366666666667,456.28,4.589086666666666,1349.99,898991.34
2017,10,26.20451612903226,87.75064516129032,359.3,3.669412903225808,1681.91,1021936.89
2017,11,25.58966666666667,91.10266666666666,468.24,3.59439,1024.78,905598.34
2017,12,24.57064516129033,90.17,485.34,2.8924322580645163,1140.13,1000372.05
2018,1,24.01483870967742,89.04741935483871,223.65,3.351916129032258,1410.89,1020142.93
2018,2,24.488571428571426,85.1282142857143,94.61,4.520014285714286,1552.18,1045580.44
2018,3,24.92774193548387,80.82935483870968,98.04,5.230480645161291,1715.05,1172770.13
2018,4,26.78033333333333,78.32566666666666,74.51,6.04352,1250.52,1076853.73
2018,5,27.91322580645161,78.94903225806452,126.67,5.892841935483871,1543.42,1072276.32
2018,6,26.659333333333333,86.998,386.48,4.561940000000001,1263.81,905561.94
2018,7,25.8983870967742,90.72612903225809,455.58,4.283625806451613,1170.1,882449.3
2018,8,25.896774193548385,89.50451612903225,278.29,4.221864516129033,1240.79,954018.22
2018,9,26.197333333333333,87.14766666666667,308.1,4.792483333333333,1376.77,969857.87
2018,10,25.93516129032258,84.89935483870968,156.04999999999998,5.019554838709677,1124.06,966657.41
2018,11,25.36133333333333,85.934,122.2,4.281616666666666,1361.8,1043434.61
2018,12,24.817419354838712,87.90548387096774,475.17,3.074654838709677,1716.72,1070315.83
2019,1,23.28161290322581,85.84064516129033,105.54,3.945187096774193,1646.4,1022413.09
2019,2,23.6425,80.23535714285715,28.61,5.242296428571429,1250.01,1070690.87
2019,3,26.243548387096773,72.16548387096775,17.76,6.0485,1566.06,1267340.29
2019,4,28.235666666666663,70.43233333333335,50.92,6.514880000000001,1533.04,1186663.36
2019,5,28.475806451612904,76.72516129032257,208.52,5.780177419354838,1733.66,1215037.28
2019,6,27.901,83.81933333333333,187.81,5.68217,1229.96,977363.95
2019,7,26.57967741935484,86.55000000000001,244.52,4.9677612903225805,1394.37,953908.37
2019,8,26.15225806451613,90.25870967741936,322.45,4.099916129032258,1394.3,973934.36
2019,9,26.072,87.90766666666667,276.82,4.32614,1110.63,987556.95
2019,10,26.22451612903226,85.39645161290322,168.34,4.735145161290323,1654.89,1013039.22
2019,11,25.547666666666668,88.62433333333334,198.7,3.744093333333333,1702.61,1046574.35
2019,12,24.78161290322581,88.34096774193549,320.76,3.693367741935484,1804.82,1096184.91
2020,1,24.387096774193548,83.86096774193548,136.14,3.9315580645161288,1339.62,1040737.35
2020,2,23.24206896551724,84.97793103448276,737.59,4.364631034482758,1638.43,1004436.99
2020,3,25.2383870967742,84.80419354838709,575.42,5.9448,1889.8,1137649.43
2020,4,26.41166666666667,84.17800000000001,605.5,5.892586666666667,1917.29,1199398.57
2020,5,27.94741935483871,82.98709677419355,245.42,5.895329032258065,1598.77,1254705.09
2020,6,27.342666666666663,84.00533333333333,598.42,5.6225233333333335,1648.66,1035057.54
2020,7,26.925161290322578,84.76967741935485,252.58,5.295416129032258,1484.82,1008571.03
2020,8,26.5458064516129,86.05129032258066,247.47,4.650941935483871,1882.77,1172659.91
2020,9,27.02133333333333,85.03166666666667,270.71,5.129313333333333,1069.16,945255.98
2020,10,26.20096774193549,90.09870967741936,1050.3,3.603970967741936,1364.15,1073881.87
2020,11,25.40533333333333,90.67533333333334,1075.6,3.528903333333333,1486.87,1061106.4
2020,12,25.009032258064515,91.47870967741936,860.05,3.2769096774193547,1669.79,1145920.85
2021,1,23.73548387096774,88.83645161290322,279.34000000000003,3.264893548387097,1637.61,1117640.86
2021,2,24.02892857142857,86.48392857142858,159.77,4.179196428571428,1508.06,1078770.02
2021,3,25.47451612903226,84.99354838709678,162.74,5.156877419354839,1363.57,1180888.01
2021,4,26.686,76.85100000000001,58.43,5.68279,2006.23,1273353.84
2021,5,28.35290322580645,77.43709677419355,73.62,6.1078,1435.16,1148003.9
2021,6,27.18133333333333,83.08666666666666,173.78,5.404516666666667,1466.1,992026.09
2021,7,26.684516129032257,88.96903225806452,475.6,4.089609677419355,1393.53,1115952.17
2021,8,26.8483870967742,85.40387096774194,193.63,4.780316129032258,1187.35,1060982.71
2021,9,26.518,87.97399999999999,409.48,4.363793333333334,1201.93,1031288.47
2021,10,26.01483870967742,89.23064516129033,293.28000000000003,3.739493548387097,1398.44,1158289.72
2021,11,25.74633333333333,89.99733333333333,225.48,3.9189,1370.48,1206115.09
2021,12,24.056774193548385,87.2816129032258,182.04,3.3630387096774195,1439.81,1035362.47
2022,1,23.79967741935484,85.02161290322582,108.47,4.031029032258065,1596.22,1087334.7
2022,2,24.64428571428571,85.35107142857143,140.96,4.118753571428572,1910.94,1169869.61
2022,3,26.02387096774193,83.08290322580646,100.55,5.353161290322581,1911.56,1351662.41
2022,4,26.16466666666667,84.29733333333334,230.2,5.042056666666666,1932.74,1174841.09
2022,5,27.521290322580644,80.49580645161289,183.91,5.764358064516129,1636.1,1269945.01
2022,6,27.198666666666668,83.04633333333332,244.91,5.4504133333333336,1567.25,1002339.31
2022,7,27.116774193548387,85.84451612903226,295.17,4.755048387096774,1683.35,1053017.52
2022,8,26.287419354838708,87.47741935483872,341.27,4.229383870967742,1266.16,998707.52
2022,9,26.155,89.37866666666667,368.87,4.579343333333333,1438.46,1073205.63
2022,10,26.268387096774195,89.7741935483871,560.65,4.108135483870968,1532.38,1178346.39
2022,11,25.703666666666667,91.027,239.09,3.8012666666666655,1730.78,1131004.62
2022,12,24.44516129032258,89.68290322580646,316.38,3.0367677419354835,1678.89,1206269.82
2023,1,23.60322580645161,90.03548387096774,404.36,3.10188064516129,1353.69,1211755.62
2023,2,24.11928571428572,85.72464285714285,117.59,4.3436892857142855,1486.45,1153621.47
2023,3,24.80322580645161,79.73709677419355,23.34,5.6874,1754.21,1289624.23
2023,4,27.387,75.72466666666666,94.87,5.480026666666666,1962.21,1321591.23
2023,5,28.413870967741936,78.4058064516129,150.2,5.519196774193548,1834.02,1323449.77
2023,6,27.608666666666668,84.50766666666667,272.05,5.32746,1483.24,1093508.6
2023,7,27.083548387096776,86.59612903225806,429.02,4.645274193548387,1559.39,1016440.39
2023,8,26.815806451612904,88.8441935483871,188.17,5.102758064516129,1207.81,1043163.34
2023,9,27.34333333333333,85.28299999999999,237.11,4.636236666666666,1717.7,1035230.26
2023,10,26.50967741935484,88.52161290322582,255.69,3.9938096774193546,1852.38,1185395.81
2023,11,25.78833333333333,89.69866666666667,323.74,3.6744966666666654,1605.69,1129706.35
2023,12,25.313225806451616,89.68645161290323,338.73,3.5903161290322583,1359.72,1159294.13
2024,1,23.951612903225808,85.64741935483872,93.06,3.709564516129032,1411.41,1199039.07
2024,2,24.62586206896552,81.01034482758621,38.23,4.959327586206897,1804.5,1182828.32
2024,3,25.9883870967742,78.1974193548387,69.91,5.27251935483871,2083.4,1307302.01
2024,4,28.688666666666663,70.48533333333333,12.14,6.736396666666667,1498.89,1340851.5
2024,5,29.17096774193548,75.28935483870967,268.18,5.780074193548387,1885.85,1329177.92
2024,6,28.182666666666663,82.27466666666666,238.36,5.41397,1587.18,1086533.67
2024,7,26.884838709677418,87.61193548387097,528.28,3.990751612903226,1938.54,1202751.66
2024,8,27.36903225806452,85.61580645161291,218.94,5.295758064516129,1711.55,1044188.78
2024,9,26.67733333333333,89.28266666666667,385.38,4.038306666666667,1464.51,1204739.88
2024,10,26.61709677419355,88.54096774193549,504.41,3.894477419354839,1653.03,1151646.04
2024,11,26.204666666666665,87.13233333333332,165.62,4.258776666666667,1908.16,1220657.92
2024,12,25.206774193548387,90.95677419354838,573.43,2.6824903225806453,2122.93,1312734.32
2025,1,24.36387096774193,88.86290322580645,210.24,3.420067741935484,1826.96,1147404.68
2025,2,24.47142857142857,87.385,219.95,3.8975535714285714,1770.46,1340997.35
2025,3,25.54258064516129,84.30645161290323,129.94,4.7757258064516135,1942.51,1230248.87
2025,4,27.709,76.365,58.57,6.351053333333334,1927.27,1436581.76
2025,5,27.97193548387097,80.0758064516129,205.3,5.792709677419356,2201.79,1345852.77
2025,6,27.071,85.38966666666667,306.65,4.777903333333333,1516.77,1114110.95
2025,7,26.54,89.36967741935484,527.35,3.8786258064516126,1659.7,1118185.43
2025,8,26.61096774193548,84.87129032258065,304.81,4.718567741935484,1338.69,1140089.94
2025,9,25.994666666666667,89.33733333333333,450.61,3.6916,1897.82,1197705.27
2025,10,26.33,89.41838709677418,431.05,3.840093548387097,1974.67,1235605.31
2025,11,25.996666666666663,90.85533333333332,545.72,3.49535,1559.09,1268142.22
2025,12,24.81870967741936,90.02064516129032,334.43,3.2265193548387097,1714.06,1312568.19
2026,1,24.247241,84.260715,145.16,5.197317,1356.02,1470346.95
2026,2,26.248435,70.308767,176.09,5.664885,1412.34,1480468.37
2026,3,28.09095,62.751068,38.25,6.287135,1631.95,1663055.69
2026,4,27.836963,64.38217,41.98,6.184105,1985.18,1627179.49
2026,5,28.198043,67.713517,55.54,5.569676,1807.54,1605215.13
2026,6,24.586033,85.263495,238.03,3.744076,1695.18,1409460.44
2026,7,24.206331,88.639806,201.76,4.825045,1511.71,1543627.64
2026,8,25.109127,89.543769,305.03,5.378998,2094.83,1533953.21
2026,9,27.5874,88.828114,167.7,3.891966,1245.23,1369394.33
2026,10,23.628094,82.431063,96.38,4.561869,1742.7,1463752.69
2026,11,22.845545,82.032955,59.69,5.973774,1972.24,1684517.12
2026,12,26.374043,81.569055,59.63,4.716931,1315.87,1556529.93
2027,1,27.178621,79.349472,93.02,4.127117,1510.98,1545672.84
2027,2,25.825345,83.308191,111.39,4.239188,1913.24,1521648.83
2027,3,31.56471,68.419158,66.26,6.240693,1722.73,1664792.39
2027,4,27.647349,60.471438,58.18,5.971534,1708.57,1594736.91
2027,5,32.445399,63.739383,44.62,6.633327,1428.8,1652635.5
2027,6,24.967328,88.945465,311.62,4.766808,2071.46,1424583.92
